car speed(m/s),LB Position X,LB Position Z,LB speed,LF Position X,LF Position Z,LF speed,B Position X,B Position Z,B speed,F Position X,F Position Z,F speed,RB Position X,RB Position Z,RB speed,RF Position X,RF Position Z,RF speed,LC
26.516,0,0,0,0,0,0,0,0,0,-1.87,93.78,15.782,-3.29,-98.39,15.919,-3.08,38.6,15.55,0
26.514,0,0,0,0,0,0,0,0,0,-2.04,92.7,15.709,-3.29,-99.45,15.937,-3.08,37.51,15.469,0
26.512,0,0,0,0,0,0,0,0,0,-2.21,91.63,15.819,-3.29,-100.51,15.846,-3.09,36.41,15.388,0
26.509,0,0,0,0,0,0,0,0,0,-2.39,90.56,15.837,-3.29,-101.58,15.697,-3.09,35.3,15.541,0
26.506,0,0,0,0,0,0,0,0,0,-2.56,89.49,15.912,-3.29,-102.66,15.675,-3.09,34.21,15.394,0
26.502,0,0,0,0,0,0,0,0,0,-2.73,88.43,15.895,-3.29,-103.75,15.643,-3.09,33.1,15.413,0
26.498,0,0,0,0,0,0,0,0,0,-2.9,87.36,15.912,-3.29,-104.83,15.731,-3.09,31.99,15.415,0
26.493,0,0,0,0,0,0,0,0,0,-3.07,86.3,15.837,-3.29,-105.91,15.683,-3.09,30.89,15.417,0
26.488,0,0,0,0,0,0,0,0,0,-3.24,85.24,15.808,-3.29,-106.99,15.71,-3.1,29.79,15.434,0
26.483,0,0,0,0,0,0,0,0,0,-3.35,84.17,15.814,-3.29,-108.07,15.675,-3.1,28.68,15.452,0
26.477,0,0,0,0,0,0,0,0,0,-3.23,83.1,15.75,-3.28,-109.15,15.716,-3.1,27.59,15.554,0
26.47,0,0,0,0,0,0,0,0,0,-3.21,82.03,15.811,-3.28,-110.23,15.654,-3.1,26.48,15.321,0
26.463,0,0,0,0,0,0,0,0,0,-3.29,80.97,15.792,-3.28,-111.3,15.758,-3.1,25.37,15.404,0
26.456,0,0,0,0,0,0,0,0,0,-3.41,79.91,15.842,-3.28,-112.38,15.677,-3.1,24.27,15.404,0
26.449,0,0,0,0,0,0,0,0,0,-3.53,78.84,15.8,-3.28,-113.46,15.569,-3.1,23.15,15.236,0
26.44,0,0,0,0,0,0,0,0,0,-3.69,77.78,15.78,-3.28,-114.55,15.463,-3.1,22.03,15.253,0
26.432,0,0,0,0,0,0,0,0,0,-3.84,76.72,15.795,-3.28,-115.65,15.499,-3.11,20.92,15.419,0
26.423,0,0,0,0,0,0,0,0,0,-4,75.66,15.844,-3.28,-116.73,15.534,-3.11,19.83,15.518,0
26.413,0,0,0,0,0,0,0,0,0,-4.16,74.6,15.903,-3.28,-117.81,15.705,-3.11,18.74,15.6,0
26.403,0,0,0,0,0,0,0,0,0,-4.32,73.55,15.917,-3.28,-118.88,15.721,-3.11,17.66,15.598,0
26.393,0,0,0,0,0,0,0,0,0,-4.47,72.5,15.758,-3.28,-119.96,15.629,-3.11,16.59,15.596,0
26.39,0,0,0,0,0,0,0,0,0,-4.63,71.43,15.817,-3.28,-121.04,15.6,-3.14,15.52,15.761,0
26.405,0,0,0,0,0,0,0,0,0,-4.78,70.38,15.876,-3.28,-122.12,15.633,-3.16,14.46,15.691,0
26.399,0,0,0,0,0,0,0,0,0,-4.93,69.33,15.934,-3.27,-123.19,15.713,-3.19,13.39,15.671,0
26.391,0,0,0,0,0,0,0,0,0,-5.08,68.29,16.037,-3.27,-124.27,15.572,-49.09,148.27,15.321,0
26.395,0,0,0,0,0,0,0,0,0,-5.23,67.25,15.831,-3.26,-125.35,15.559,-49.7,147.16,15.277,0
26.406,0,0,0,0,0,0,0,0,0,-5.37,66.19,15.878,-3.26,-126.44,15.531,-50.31,146.06,15.33,0
26.398,0,0,0,0,0,0,0,0,0,-5.51,65.14,15.889,-3.25,-127.52,15.703,-51.18,144.92,15.298,0
26.388,0,0,0,0,0,0,0,0,0,-5.66,64.09,15.798,-3.24,-128.58,15.745,-51.77,143.81,15.288,0
26.404,0,0,0,0,0,0,0,0,0,-5.79,63.03,15.808,-3.22,-129.64,15.847,-52.51,142.69,15.288,0
26.402,0,0,0,0,0,0,0,0,0,-5.92,61.98,15.876,-3.21,-130.7,15.798,-53.08,141.59,15.299,0
26.394,0,0,0,0,0,0,0,0,0,-6.1,60.93,15.805,-3.19,-131.76,15.715,-53.92,140.45,15.352,0
26.386,0,0,0,0,0,0,0,0,0,-6.29,59.87,15.77,-3.17,-132.82,15.681,-54.49,139.36,15.289,0
26.378,0,0,0,0,0,0,0,0,0,-6.44,58.81,15.882,-3.15,-133.89,15.65,-55.18,138.26,15.29,0
26.369,0,0,0,0,0,0,0,0,0,-6.67,57.77,15.948,-3.13,-134.96,15.681,-55.99,137.14,15.28,2
26.359,0,0,0,0,0,0,0,0,0,-6.89,56.73,15.957,-3.1,-136.04,15.603,-56.67,136.03,15.248,2
26.349,0,0,0,0,0,0,0,0,0,-7.18,55.69,15.92,-3.13,-0.72,15.508,-57.21,134.94,15.206,2
26.338,0,0,0,0,0,0,0,0,0,-7.42,54.64,15.791,-3.1,-1.79,15.585,-57.86,133.84,15.196,2
26.327,0,0,0,0,0,0,0,0,0,-7.64,53.57,15.754,-3.06,-2.86,15.594,-58.63,132.72,15.239,2
26.314,0,0,0,0,0,0,0,0,0,-7.81,52.52,15.716,-3,-3.92,15.67,-59.24,131.62,15.25,2
26.301,0,0,0,0,0,0,0,0,0,-7.96,51.46,15.724,-2.92,-4.98,15.495,-59.74,130.54,15.251,2
26.287,0,0,0,0,0,0,0,0,0,-8.09,50.4,15.686,-2.82,-6.06,15.387,-60.44,129.43,15.304,2
26.272,0,0,0,0,0,0,0,0,0,-8.19,49.33,15.636,-2.69,-7.14,15.246,-60.97,128.33,15.295,2
26.257,0,0,0,0,0,0,0,0,0,-8.27,48.26,15.552,-2.54,-8.23,15.304,-61.44,127.25,15.391,2
26.241,0,0,0,0,0,0,0,0,0,-8.31,47.19,15.468,-2.35,-9.31,15.463,-62.09,126.14,15.477,2
26.224,0,0,0,0,0,0,0,0,0,-8.33,46.11,15.52,-2.15,-10.36,15.637,-62.64,125.04,15.435,2
26.207,0,0,0,0,0,0,0,0,0,-8.31,45.03,15.526,-1.91,-11.42,15.461,-63.03,123.96,15.458,2
26.19,0,0,0,0,0,0,0,0,0,-8.27,43.96,15.578,-1.66,-12.47,15.751,-63.5,122.86,15.458,2
26.172,0,0,0,0,0,0,0,0,0,-8.19,42.89,15.573,-1.41,-13.5,16.025,-64.07,121.74,15.491,2
26.154,0,0,0,0,0,0,0,0,0,-8.09,41.82,15.544,-1.1,-14.48,16.331,-64.43,120.65,15.544,2
26.136,0,0,0,0,0,0,0,0,0,-7.97,40.76,15.538,-0.78,-15.44,16.603,-64.75,119.56,15.502,2
26.118,0,0,0,0,0,0,0,0,0,-7.82,39.69,15.532,-0.43,-16.37,16.777,-65.12,118.46,15.512,0
26.1,0,0,0,0,0,0,0,0,0,-7.66,38.62,15.435,-0.06,-17.26,17.048,-65.5,117.35,15.566,2
26.081,0,0,0,-7.48,37.54,15.45,0.33,-18.15,16.956,-65.81,116.26,15.662,-2.97,-18.32,15.43,0,0,0,2
26.063,0,0,0,-7.29,36.47,15.535,0.74,-19.06,16.474,-66.2,115.17,15.759,-2.57,-19.37,15.328,0,0,0,2
26.044,0,0,0,-7.1,35.42,15.596,1.15,-20.01,16.324,-66.49,114.11,15.768,-2.15,-20.42,15.241,0,0,0,2
26.025,0,0,0,-6.82,34.37,15.634,1.56,-20.98,16.001,-66.77,113.05,15.723,-1.73,-21.47,15.243,0,0,0,2
26.006,0,0,0,-6.56,33.32,15.592,1.98,-21.98,15.597,-67.04,111.99,15.648,-1.3,-22.52,15.272,0,0,0,2
25.986,0,0,0,-6.34,32.27,15.606,2.4,-23.03,15.264,-67.41,110.9,15.605,-0.88,-23.58,15.302,0,0,0,2
25.952,0,0,0,-6.15,31.23,15.654,2.81,-24.09,15.057,-67.66,109.85,15.573,-0.47,-24.62,15.316,0,0,0,2
25.947,0,0,0,-6.03,30.2,15.646,3.15,-25.19,14.81,-67.98,108.82,15.583,-0.14,-25.66,15.286,0,0,0,2
26.001,0,0,0,-6.02,29.17,15.75,3.42,-26.3,14.749,-68.44,107.8,15.498,0.12,-26.72,15.313,0,0,0,2
26.04,0,0,0,-5.97,28.14,15.822,3.7,-27.42,14.822,-68.91,106.76,15.594,0.39,-27.77,15.383,0,0,0,2
26.079,0,0,0,-5.89,27.1,15.823,4.02,-28.53,14.963,-69.23,105.74,15.561,0.71,-28.84,15.293,0,0,0,2
26.137,0,0,0,-5.74,26.06,15.79,4.4,-29.63,15.091,-69.49,104.71,15.603,1.08,-29.9,15.377,0,0,0,2
26.192,0,0,0,-5.57,25.02,15.836,4.81,-30.71,15.362,-69.83,103.64,15.505,1.48,-30.95,15.416,0,0,0,0
26.241,0,0,0,-5.42,23.97,15.848,5.2,-31.78,15.561,-70.04,102.59,15.556,1.88,-32.03,15.34,0,0,0,2
26.297,0,0,0,-5.26,22.9,15.655,5.58,-32.84,15.737,-70.2,101.57,15.524,2.26,-33.11,15.237,0,0,0,2
26.352,0,0,0,-5.1,21.83,15.69,5.96,-33.88,15.972,-70.59,100.48,15.481,2.64,-34.22,15.019,0,0,0,2
26.4,0,0,0,-4.93,20.75,15.735,6.36,-34.91,16.197,-70.78,99.42,15.482,3.06,-35.34,15.133,0,0,0,2
26.395,0,0,0,-4.7,19.67,15.735,6.79,-35.91,16.492,-70.93,98.35,15.406,3.51,-36.46,15.103,0,0,0,0
26.386,0,0,0,-4.46,18.6,15.826,7.26,-36.88,16.695,-71.04,97.28,15.45,3.99,-37.56,15.245,0,0,0,0
26.398,0,0,0,-4.18,17.53,15.836,7.73,-37.82,16.881,-71.19,96.2,15.44,4.49,-38.66,15.213,0,0,0,0
26.385,0,0,0,-3.91,16.46,15.801,8.23,-38.76,17.041,-71.26,95.13,15.493,4.99,-39.76,15.296,0,0,0,0
26.396,0,0,0,-3.64,15.39,15.811,8.77,-39.68,17.161,-71.25,94.09,15.537,5.52,-40.84,15.391,0,0,0,0
26.381,0,0,0,-3.35,14.32,15.753,9.33,-40.59,17.451,-71.34,93.03,15.58,6.05,-41.93,15.468,0,0,0,0
26.4,0,0,0,-3.03,13.23,15.672,9.92,-41.47,17.519,-71.35,91.98,15.568,6.79,-42.99,15.528,0,0,0,0
26.38,0,0,0,-2.67,12.15,15.615,10.53,-42.34,17.528,-71.32,90.94,15.609,7.49,-44.05,15.447,0,0,0,0
26.398,0,0,0,-2.29,11.06,15.604,11.16,-43.22,17.322,-71.33,89.88,15.662,8.19,-45.12,15.463,0,0,0,0
26.381,0,0,0,-1.9,9.96,15.501,11.8,-44.11,17.499,-71.26,88.84,15.63,8.88,-46.18,15.578,0,0,0,0
26.4,0,0,0,-1.5,8.86,15.524,12.46,-44.98,17.493,-71.23,87.78,15.582,9.58,-47.25,15.48,0,0,0,0
26.38,0,0,0,-1.07,7.76,15.534,13.13,-45.86,17.502,-71.1,86.74,15.549,10.3,-48.31,15.468,0,0,0,0
26.4,0,0,0,-0.61,6.66,15.488,13.82,-46.74,17.512,-70.95,85.69,15.588,11.04,-49.38,15.527,0,0,0,0
26.384,0,0,0,-0.14,5.55,15.523,14.53,-47.62,17.472,-70.82,84.64,15.629,11.81,-50.45,15.374,0,0,0,0
26.395,0,0,0,0.36,4.46,15.522,15.26,-48.48,17.68,-70.67,83.59,15.632,12.61,-51.52,15.392,0,0,0,0
26.384,0,0,0,0.88,3.36,15.567,16.01,-49.35,17.572,-70.44,82.55,15.584,13.42,-52.59,15.408,0,0,0,0
26.396,0,0,0,1.41,2.25,15.419,16.78,-50.23,17.364,-70.23,81.49,15.547,14.25,-53.66,15.441,0,0,0,0
26.384,0,0,0,1.97,1.15,15.499,17.57,-51.13,17.157,-69.9,80.46,15.514,15.1,-54.72,15.399,0,0,0,0
26.396,0,0,0,0,0,0,18.39,-52.05,17.1,-69.61,79.4,15.458,15.97,-55.79,15.388,0,0,0,0
26.384,3.14,-1.05,15.567,0,0,0,19.23,-52.97,16.859,-69.3,78.33,15.468,16.87,-56.86,15.406,0,0,0,0
26.396,3.76,-2.15,15.578,0,0,0,20.1,-53.92,16.702,-68.92,77.27,15.372,17.79,-57.93,15.408,0,0,0,0
26.385,4.4,-3.24,15.588,0,0,0,20.99,-54.88,16.595,-68.53,76.2,15.297,18.73,-58.99,15.409,0,0,0,0
26.396,5.05,-4.34,15.588,0,0,0,21.9,-55.84,16.505,-68.11,75.11,15.287,19.69,-60.06,15.397,0,0,0,0
26.384,5.73,-5.43,15.622,0,0,0,22.84,-56.81,16.548,-67.59,74.05,15.255,20.61,-61.12,15.413,0,0,0,0
26.396,6.43,-6.52,15.667,0,0,0,23.8,-57.79,16.357,-67.12,72.96,15.265,21.46,-62.17,15.47,0,0,0,0
26.384,7.15,-7.6,15.712,0,0,0,24.79,-58.79,16.149,-66.6,71.89,15.319,22.39,-63.21,15.567,0,0,0,0
26.395,7.88,-8.68,15.712,0,0,0,25.8,-59.8,15.891,-66.03,70.82,15.33,23.33,-64.24,15.55,0,0,0,0
26.384,8.64,-9.76,15.7,0,0,0,26.85,-60.83,15.783,-65.47,69.74,15.373,24.38,-65.28,15.433,0,0,0,0
26.397,9.42,-10.85,15.688,0,0,0,27.92,-61.87,15.591,-64.86,68.68,15.331,25.45,-66.33,15.362,0,0,0,0
26.381,10.23,-11.94,15.551,0,0,0,29.02,-62.93,15.533,-64.21,67.61,15.331,26.57,-67.38,15.263,0,0,0,0
26.399,11.06,-13.04,15.561,0,0,0,30.14,-63.98,15.525,-63.56,66.53,15.246,27.69,-68.45,15.152,0,0,0,0
26.381,11.9,-14.13,15.652,0,0,0,31.28,-65.03,15.5,-62.86,65.45,15.204,28.89,-69.51,15.256,0,0,0,0
26.399,12.77,-15.21,15.662,0,0,0,32.44,-66.07,15.574,-62.11,64.37,15.129,30.1,-70.56,15.331,0,0,0,0
26.38,13.65,-16.29,15.651,0,0,0,33.62,-67.12,15.548,-61.36,63.28,15.129,31.32,-71.61,15.332,0,0,0,0
26.401,14.57,-17.39,15.548,0,0,0,34.82,-68.16,15.506,-60.56,62.2,15.183,32.6,-72.66,15.29,0,0,0,0
26.381,15.5,-18.48,15.558,0,0,0,35.97,-69.19,15.479,-59.76,61.11,15.206,33.83,-73.71,15.191,0,0,0,0
26.398,16.45,-19.58,15.477,0,0,0,37.18,-70.23,15.37,-58.94,60.02,15.259,35.13,-74.75,15.294,0,0,0,0
26.386,17.42,-20.68,15.488,0,0,0,38.5,-71.29,15.344,-58.08,58.95,15.226,36.5,-75.8,15.252,0,0,0,0
26.397,18.41,-21.78,15.533,0,0,0,39.84,-72.35,15.318,-57.22,57.86,15.269,37.81,-76.83,15.268,0,0,0,0
26.384,19.43,-22.87,15.544,0,0,0,41.12,-73.39,15.292,-56.32,56.79,15.28,39.21,-77.87,15.369,0,0,0,0
26.395,20.46,-23.97,15.554,0,0,0,42.41,-74.43,15.182,-55.4,55.7,15.195,40.63,-78.89,15.437,0,0,0,0
26.383,21.52,-25.07,15.473,0,0,0,43.82,-75.49,15.307,-54.45,54.62,15.249,42.06,-79.9,15.406,0,0,0,0
26.398,22.58,-26.16,15.473,0,0,0,45.24,-76.53,15.381,-53.48,53.53,15.259,43.47,-80.91,15.376,0,0,0,0
26.382,23.67,-27.27,15.483,0,0,0,46.68,-77.57,15.254,-52.5,52.45,15.303,44.91,-81.91,15.5,0,0,0,0
26.398,24.78,-28.36,15.574,0,0,0,48.14,-78.6,15.379,-51.5,51.37,15.314,46.41,-82.91,15.538,0,0,0,0
26.387,25.89,-29.45,15.631,0,0,0,49.62,-79.63,15.436,-50.47,50.29,15.314,47.89,-83.9,15.545,0,0,0,0
26.391,27,-30.52,15.63,0,0,0,51.11,-80.65,15.46,-49.44,49.21,15.304,49.39,-84.88,15.482,0,0,0,0
26.39,28.14,-31.6,15.675,0,0,0,52.53,-81.64,15.484,-48.38,48.13,15.294,50.91,-85.86,15.532,0,0,0,0
26.388,29.29,-32.68,15.685,0,0,0,54.05,-82.64,15.608,-47.31,47.05,15.251,52.49,-86.84,15.611,0,0,0,0
26.394,30.46,-33.75,15.685,0,0,0,55.59,-83.63,15.598,-46.21,45.96,15.198,54.09,-87.81,15.546,0,0,0,0
26.387,31.65,-34.83,15.638,0,0,0,57.14,-84.62,15.488,-45.1,44.87,15.231,55.66,-88.77,15.596,0,0,0,0
26.391,32.83,-35.9,15.512,0,0,0,58.72,-85.62,15.312,-43.98,43.78,15.264,57.29,-89.73,15.643,0,0,0,0
26.391,34.03,-36.98,15.557,0,0,0,60.33,-86.63,15.219,-42.85,42.69,15.212,58.94,-90.69,15.535,0,0,0,0
26.389,35.24,-38.06,15.522,0,0,0,62.05,-87.68,14.96,-41.7,41.6,15.298,60.57,-91.64,15.543,0,0,0,0
26.388,36.49,-39.15,15.384,0,0,0,63.61,-88.69,15.034,-40.55,40.51,15.352,62.26,-92.59,15.536,0,0,0,0
26.393,37.73,-40.24,15.338,0,0,0,65.26,-89.7,15.074,-39.4,39.43,15.363,63.9,-93.53,15.544,0,0,0,2
26.386,38.98,-41.33,15.338,0,0,0,67.03,-90.74,14.965,-38.24,38.35,15.373,65.67,-94.49,15.594,0,0,0,2
26.396,40.26,-42.43,15.394,0,0,0,68.63,-91.72,15.022,-37.07,37.26,15.384,67.39,-95.42,15.642,0,0,0,2
26.369,41.52,-43.51,15.429,0,0,0,70.43,-92.76,15.08,-35.9,36.18,15.37,69.07,-96.33,15.7,0,0,0,2
26.339,42.78,-44.59,15.394,0,0,0,72.14,-93.76,15.07,-34.72,35.1,15.379,70.79,-97.23,15.811,0,0,0,2
26.308,44.06,-45.67,15.439,0,0,0,73.77,-94.72,15.061,-33.54,34.02,15.347,72.52,-98.13,15.851,0,0,0,2
26.276,45.33,-46.75,15.473,0,0,0,75.51,-95.72,15.018,-32.35,32.94,15.355,74.26,-99.03,15.74,0,0,0,2
26.245,46.58,-47.82,15.336,0,0,0,77.31,-96.73,15.009,-31.17,31.86,15.399,76.01,-99.93,15.616,0,0,0,2
26.213,47.85,-48.89,15.392,0,0,0,78.98,-97.7,14.999,-29.99,30.8,15.399,77.75,-100.84,15.538,0,0,0,2
26.182,49.12,-49.97,15.357,0,0,0,80.72,-98.67,15.057,-28.8,29.73,15.356,79.5,-101.73,15.642,0,0,0,2
26.149,50.37,-51.03,15.357,0,0,0,82.47,-99.64,15.214,-27.63,28.67,15.314,81.24,-102.62,15.645,0,0,0,2
26.116,51.63,-52.1,15.322,0,0,0,84.23,-100.59,15.272,-26.46,27.6,15.304,82.99,-103.49,15.733,0,0,0,2
26.08,52.89,-53.16,15.322,0,0,0,85.99,-101.53,15.246,-25.29,26.54,15.38,84.76,-104.35,15.734,0,0,0,2
26.042,54.13,-54.2,15.321,0,0,0,87.66,-102.41,15.32,-24.15,25.49,15.434,86.54,-105.2,15.734,0,0,0,2
26.001,55.37,-55.24,15.286,0,0,0,89.35,-103.28,15.06,-23.03,24.45,15.51,88.32,-106.02,15.654,0,0,0,2
25.958,56.6,-56.25,15.24,0,0,0,91.2,-104.2,15.034,-21.94,23.42,15.467,90.1,-106.81,15.767,0,0,0,2
25.913,57.8,-57.24,15.321,0,0,0,92.9,-105.02,15.025,-20.88,22.38,15.457,91.86,-107.57,15.602,0,0,0,2
25.866,58.99,-58.21,15.377,0,0,0,94.68,-105.84,15.165,-19.84,21.35,15.542,93.7,-108.32,15.536,0,0,0,2
25.82,60.15,-59.14,15.388,0,0,0,96.41,-106.59,15.239,-18.87,20.33,15.637,95.49,-109.03,15.543,0,0,0,2
25.78,61.29,-60.05,15.387,0,0,0,98.17,-107.32,15.313,-17.92,19.32,15.638,97.24,-109.69,15.605,0,0,0,2
25.744,62.41,-60.96,15.444,0,0,0,99.92,-108.05,15.204,-17,18.3,15.452,98.97,-110.33,15.584,0,0,0,0
25.712,63.5,-61.86,15.478,0,0,0,101.66,-108.77,15.195,-16.07,17.26,15.377,100.71,-110.98,15.464,-61.6,146.97,14.829,2
25.681,64.56,-62.76,15.534,0,0,0,103.34,-109.46,15.185,-15.18,16.22,15.345,102.5,-111.66,15.517,-60.03,145.99,14.784,2
25.652,105.09,-110.22,15.126,-14.28,15.18,15.378,104.22,-112.31,15.523,-58.56,145.01,14.807,0,0,0,0,0,0,2
25.624,106.74,-110.93,14.933,-13.39,14.14,15.346,105.91,-112.96,15.517,-57.1,144.04,14.759,0,0,0,0,0,0,2
25.596,108.36,-111.65,14.991,-12.52,13.1,15.4,107.55,-113.61,15.524,-55.56,143.05,14.775,0,0,0,0,0,0,2
25.567,110.06,-112.45,15.048,-11.66,12.07,15.39,109.22,-114.29,15.587,-54.03,142.07,14.79,0,0,0,0,0,0,2
25.539,111.67,-113.22,14.938,-10.8,11.03,15.38,110.88,-115.01,15.635,-52.5,141.1,14.781,0,0,0,0,0,0,2
25.511,113.25,-113.99,14.812,-9.94,10,15.466,112.45,-115.68,15.527,-50.97,140.14,14.768,0,0,0,0,0,0,2
25.483,114.88,-114.84,14.886,-9.1,8.98,15.563,114.1,-116.46,15.535,-49.52,139.19,14.759,0,0,0,0,0,0,2
25.455,116.41,-115.62,15.01,-8.27,7.98,15.649,115.72,-117.24,15.559,-48,138.23,14.749,0,0,0,0,0,0,2
25.427,117.92,-116.4,14.984,-7.46,6.98,15.638,117.21,-117.94,15.608,-46.49,137.28,14.74,0,0,0,0,0,0,2
25.398,119.4,-117.18,15.042,-6.65,5.98,15.561,118.73,-118.69,15.544,-45.07,136.34,14.73,0,0,0,0,0,0,2
25.369,120.9,-118.01,15.116,-5.86,4.97,15.571,120.2,-119.41,15.538,-43.6,135.38,14.746,0,0,0,0,0,0,2
25.35,122.36,-118.83,15.106,-5.08,3.98,15.536,121.67,-120.16,15.474,-42.14,134.43,14.733,0,0,0,0,0,0,0
25.386,123.76,-119.6,15.164,-4.3,2.97,15.503,123.12,-120.93,15.357,-40.76,133.49,14.753,0,0,0,0,0,0,2
25.433,125.22,-120.51,15.138,-3.53,1.97,15.556,124.55,-121.71,15.356,-39.33,132.54,14.74,0,0,0,0,0,0,2
25.481,126.58,-121.28,15.279,-35.36,63.51,15.562,126,-122.54,15.298,-38.04,131.6,14.759,0,0,0,0,0,0,2
25.53,0,0,0,0,0,0,127.38,-123.31,15.355,-36.84,130.65,14.715,0,0,0,0,0,0,2
25.582,-1.32,-1.08,15.516,-33.18,61.53,15.515,128.75,-124.08,15.354,-35.67,129.69,14.731,0,0,0,0,0,0,2
25.633,-0.62,-2.1,15.526,-32.12,60.54,15.637,130.09,-124.86,15.41,-34.51,128.71,14.718,0,0,0,0,0,0,0
25.685,0.07,-3.14,15.473,-31.07,59.55,15.565,131.42,-125.66,15.52,-33.37,127.73,14.734,0,0,0,0,0,0,2
25.737,0.76,-4.18,15.506,-30.02,58.54,15.511,132.72,-126.47,15.557,-32.24,126.74,14.718,0,0,0,0,0,0,0
25.787,1.43,-5.23,15.474,-28.98,57.51,15.283,133.98,-127.24,15.525,-31.13,125.73,14.705,0,0,0,0,0,0,0
25.836,2.07,-6.27,15.507,-27.97,56.47,15.281,135.24,-128.08,15.293,-30.05,124.72,14.721,0,0,0,0,0,0,0
25.887,2.7,-7.32,15.472,-26.98,55.42,15.384,136.48,-128.9,15.165,-28.99,123.69,14.702,0,0,0,0,0,0,0
25.938,3.3,-8.39,15.386,-26.02,54.38,15.453,137.71,-129.76,15.167,-27.96,122.66,14.722,0,0,0,0,0,0,0
25.989,3.9,-9.46,15.386,-25.07,53.33,15.504,138.9,-130.63,15.241,-26.95,121.61,14.709,0,0,0,0,0,0,0
26.04,4.5,-10.54,15.354,-24.14,52.29,15.509,140.06,-131.53,15.241,-25.87,120.55,14.696,0,0,0,0,0,0,0
26.089,5.08,-11.63,15.269,-23.21,51.23,15.442,141.2,-132.41,15.243,-24.63,119.46,14.687,0,0,0,0,0,0,0
26.137,5.64,-12.73,15.355,-22.31,50.17,15.494,142.3,-133.31,15.259,-23.37,118.36,14.671,0,0,0,0,0,0,0
26.186,6.17,-13.82,15.409,-21.44,49.1,15.499,143.36,-134.21,15.274,-22.29,117.26,14.659,0,0,0,0,0,0,0
26.236,6.68,-14.92,15.323,-20.6,48.03,15.492,144.39,-135.11,15.232,-21.38,116.17,14.681,0,0,0,0,0,0,0
26.287,7.17,-16.03,15.324,-19.77,46.95,15.485,145.38,-136.05,15.334,-20.48,115.07,14.7,0,0,0,0,0,0,0
26.337,7.64,-17.15,15.334,-18.95,45.86,15.433,146.35,-136.94,15.334,-19.45,113.96,14.691,0,0,0,0,0,0,0
26.387,8.14,-18.26,15.302,-18.15,44.76,15.428,147.25,-137.93,15.389,-18.58,112.85,14.71,0,0,0,0,0,0,0
26.402,8.58,-19.39,15.346,-17.93,148.96,15.448,148.14,-138.85,15.402,-17.74,111.73,14.726,0,0,0,0,0,0,0
26.378,9,-20.5,15.389,-17.28,147.95,15.342,148.98,-139.76,15.415,-16.92,110.61,14.749,0,0,0,0,0,0,0
26.399,9.36,-21.62,15.347,-16.64,146.92,15.333,0,0,0,-16.06,109.49,14.733,0,0,0,0,0,0,0
26.383,9.74,-22.74,15.4,-16.03,145.88,15.243,0,0,0,-15.22,108.36,14.685,0,0,0,0,0,0,0
26.397,10.1,-23.85,15.411,-15.43,144.83,15.299,0,0,0,-14.46,107.23,14.676,0,0,0,0,0,0,0
26.383,10.46,-24.96,15.336,-14.84,143.79,15.356,0,0,0,-13.72,106.1,14.695,0,0,0,0,0,0,0
26.394,10.8,-26.08,15.293,-14.28,142.74,15.185,0,0,0,-13,104.96,14.651,0,0,0,0,0,0,0
26.386,11.09,-27.2,15.369,-13.74,141.68,15.322,0,0,0,-12.26,103.81,14.67,0,0,0,0,0,0,0
26.39,11.38,-28.31,15.413,-13.23,140.62,15.443,0,0,0,-11.49,102.67,14.692,0,0,0,0,0,0,0
26.392,11.6,-29.41,15.499,-12.56,139.56,15.499,0,0,0,-10.83,101.53,14.709,0,0,0,0,0,0,0
26.385,11.83,-30.51,15.499,-12.07,138.52,15.556,0,0,0,-10.2,100.38,14.699,0,0,0,0,0,0,0
26.397,12.02,-31.62,15.465,-11.61,137.47,15.531,0,0,0,-9.59,99.24,14.715,0,0,0,0,0,0,0
26.383,12.25,-32.72,15.465,-11.16,136.42,15.392,0,0,0,-8.99,98.09,14.728,0,0,0,0,0,0,0
26.397,12.39,-33.83,15.455,-10.67,135.35,15.367,0,0,0,-8.37,96.94,14.683,0,0,0,0,0,0,0
26.38,12.6,-34.93,15.445,-10.09,134.26,15.423,0,0,0,-7.81,95.8,14.703,0,0,0,0,0,0,0
26.398,12.73,-36.04,15.403,-9.69,133.19,15.253,0,0,0,-7.27,94.64,14.687,0,0,0,0,0,0,0
26.381,12.88,-37.14,15.317,-9.25,132.1,15.244,0,0,0,-6.74,93.49,14.671,0,0,0,0,0,0,0
26.4,12.98,-38.27,15.265,-8.89,131.01,15.235,0,0,0,-6.24,92.34,14.69,0,0,0,0,0,0,0
26.38,13.09,-39.38,15.351,-8.54,129.91,15.227,0,0,0,-5.83,91.18,14.681,0,0,0,0,0,0,0
26.399,13.14,-40.5,15.331,-8.2,128.81,15.186,0,0,0,-5.49,90.03,14.672,0,0,0,0,0,0,0
26.382,13.24,-41.61,15.321,-7.88,127.72,15.258,0,0,0,-5.17,88.88,14.656,0,0,0,0,0,0,0
26.4,13.35,-42.72,15.279,-7.58,126.62,15.314,0,0,0,-4.86,87.72,14.672,0,0,0,0,0,0,0
26.382,13.37,-43.84,15.375,-7.29,125.53,15.209,0,0,0,-4.58,86.56,14.659,0,0,0,0,0,0,0
26.398,13.39,-44.95,15.429,-7.01,124.42,15.184,0,0,0,-4.3,85.4,14.682,0,0,0,0,0,0,0
